record_number,temperature,rate_coefficient,rate_coefficient_error,data_source
B201221601,27,4.962799999999999815605468395E-13,0.0,NFRI
B201221601,3E+1,5.210000000000000014358985273E-13,0.0,NFRI
B201221601,32,5.376799999999999869074748385E-13,0.0,NFRI
B201221601,35,5.629999999999999234468520844E-13,0.0,NFRI
B201221601,37,5.800799999999999879933732587E-13,0.0,NFRI
B201221601,4E+1,6.059999999999999421709719309E-13,0.0,NFRI
B201221601,42,6.234799999999999848182421E-13,0.0,NFRI
B201221601,45,6.500000000000000576082580668E-13,0.0,NFRI
B201221601,47,6.678799999999999773820813624E-13,0.0,NFRI
B201221601,5E+1,6.949999999999999668361228874E-13,0.0,NFRI
B201221601,52,7.132800000000000666590869144E-13,0.0,NFRI
B201221601,55,7.409999999999999727771539973E-13,0.0,NFRI
B201221601,57,7.596800000000001516750628875E-13,0.0,NFRI
B201221601,6E+1,7.879999999999998734829596602E-13,0.0,NFRI
B201221601,62,8.070800000000000304816175451E-13,0.0,NFRI
B201221601,65,8.359999999999999718761274808E-13,0.0,NFRI
B201221601,67,8.55479999999999905027142624E-13,0.0,NFRI
B201221601,7E+1,8.849999999999999650340698543E-13,0.0,NFRI
B201221601,72,9.048799999999999772600298605E-13,0.0,NFRI
B201221601,75,9.350000000000001558793743855E-13,0.0,NFRI
B201221601,77,9.5527999999999994425769165E-13,0.0,NFRI
B201221601,8E+1,9.86000000000000039541061733E-13,0.0,NFRI
B201221601,82,1.006679999999999906994323861E-12,0.0,NFRI
B201221601,85,1.03800000000000001991591537E-12,0.0,NFRI
B201221601,87,1.059079999999999966444122361E-12,0.0,NFRI
B201221601,9E+1,1.09099999999999989505554356E-12,0.0,NFRI
B201221601,92,1.112479999999999920658695414E-12,0.0,NFRI
B201221601,95,1.145000000000000068856729776E-12,0.0,NFRI
B201221601,97,1.166879999999999971586434756E-12,0.0,NFRI
B201221601,1E+2,1.199999999999999935474298808E-12,0.0,NFRI
B201216744,298,1.800000000000000155646937882E-13,0.0,NFRI
B201221595,1E+1,2.169999999999999841243442066E-12,0.0,NFRI
B201221595,12,2.244000000000000535669211914E-12,0.0,NFRI
B201221595,15,2.354999999999999961720732795E-12,0.0,NFRI
B201221595,17,2.429000000000000252249719171E-12,0.0,NFRI
B201221595,2E+1,2.540000000000000082198023524E-12,0.0,NFRI
B201221595,22,2.613999999999999968830226427E-12,0.0,NFRI
B201221595,25,2.725000000000000202675314254E-12,0.0,NFRI
B201221595,27,2.798999999999999685410733683E-12,0.0,NFRI
B201221595,3E+1,2.910000000000000323152604983E-12,0.0,NFRI
B201221595,32,2.983999999999999805888024413E-12,0.0,NFRI
B201221595,35,3.095000000000000443629895713E-12,0.0,NFRI
B201221595,37,3.168999999999999522468531669E-12,0.0,NFRI
B201221595,4E+1,3.280000000000000160210402969E-12,0.0,NFRI
B201221595,42,3.353999999999999642945822398E-12,0.0,NFRI
B201221595,45,3.464999999999999472894126752E-12,0.0,NFRI
B201221595,47,3.538999999999999763423113128E-12,0.0,NFRI
B201221595,5E+1,3.649999999999999997268200955E-12,0.0,NFRI
B201221595,52,3.723999999999999883900403857E-12,0.0,NFRI
B201221595,55,3.834999999999999713848708211E-12,0.0,NFRI
B201221595,57,3.908999999999999600480911113E-12,0.0,NFRI
B201221595,6E+1,4.019999999999999430429215467E-12,0.0,NFRI
B201221595,62,4.09399999999999931706141837E-12,0.0,NFRI
B201221595,65,4.20499999999999995480328967E-12,0.0,NFRI
B201221595,67,4.278999999999999841435492572E-12,0.0,NFRI
B201221595,7E+1,4.389999999999999671383796926E-12,0.0,NFRI
B201221595,72,4.463999999999999558015999828E-12,0.0,NFRI
B201221595,75,4.575000000000000195757871128E-12,0.0,NFRI
B201221595,77,4.649000000000000082390074031E-12,0.0,NFRI
B201221595,8E+1,4.759999999999999912338378385E-12,0.0,NFRI
B201221595,82,4.833999999999999798970581287E-12,0.0,NFRI
B201221595,85,4.945000000000000436712452587E-12,0.0,NFRI
B201221595,87,5.01900000000000032334465549E-12,0.0,NFRI
B201221595,9E+1,5.130000000000000153292959844E-12,0.0,NFRI
B201221595,92,5.204000000000000039925162746E-12,0.0,NFRI
B201221595,95,5.315000000000000677667034046E-12,0.0,NFRI
B201221595,97,5.388999999999998948712103056E-12,0.0,NFRI
B201221595,1E+2,5.500000000000000394247541302E-12,0.0,NFRI
B201869235,1E+1,0.6263999999999999568345288026,0,NFRI
B201869235,6E+1,0.8787000000000000365929508916,0,NFRI
B201869235,1E+2,1.116900000000000003907985047,0,NFRI
B201868444,3E+2,14,0,NFRI
B201869306,2E+1,0.04159999999999999809041639764,0,NFRI
B201869306,6E+1,0.1535999999999999865440969415,0,NFRI
B201869306,1E+2,0.2610000000000000097699626167,0,NFRI
B201869373,3E+2,0.4000000000000000222044604925,0,NFRI
B201208914,1E+1,3.869999999999999948414617251E-11,0,NFRI
B201208914,4E+1,3.700000000000000147723827138E-11,0,NFRI
B201839726,3E+2,2.20000000000000017763568394,0,NFRI
B201218663,5,2.099999999999999808193932392E-15,0.0,NFRI
B201218663,1E+1,2.19999999999999985540751764E-15,0.0,NFRI
B201218663,2E+1,2.999999999999999838685747019E-15,0.0,NFRI
B201218663,4E+1,6.299999999999999819012249785E-15,0.0,NFRI
B201218663,6E+1,1.199999999999999935474298808E-14,0.0,NFRI
B201218663,8E+1,1.8000000000000002187558103E-14,0.0,NFRI
B201218663,1E+2,2.399999999999999870948597616E-14,0.0,NFRI
B201218663,2E+2,4.500000000000000389117344706E-14,0.0,NFRI
B201218663,3E+2,5.499999999999999914620110928E-14,0.0,NFRI
B201218663,5E+2,6.500000000000000071211601327E-14,0.0,NFRI
B201868814,3E+2,4.799999999999999968079393976E-10,0,NFRI
B201221526,1E+1,2.579999999999999911756840371E-12,0.0,NFRI
B201221526,12,2.616000000000000162256559006E-12,0.0,NFRI
B201221526,15,2.669999999999999730212570012E-12,0.0,NFRI
B201221526,17,2.705999999999999980712288647E-12,0.0,NFRI
B201221526,2E+1,2.759999999999999952565083126E-12,0.0,NFRI
B201221526,22,2.796000000000000203064801761E-12,0.0,NFRI
B201221526,25,2.849999999999999771020812767E-12,0.0,NFRI
B201221526,27,2.886000000000000021520531402E-12,0.0,NFRI
B201221526,3E+1,2.939999999999999993373325882E-12,0.0,NFRI
B201221526,32,2.976000000000000243873044516E-12,0.0,NFRI
B201221526,35,3.029999999999999811829055523E-12,0.0,NFRI
B201221526,37,3.066000000000000062328774158E-12,0.0,NFRI
B201221526,4E+1,3.120000000000000034181568637E-12,0.0,NFRI
B201221526,42,3.156000000000000284681287272E-12,0.0,NFRI
B201221526,45,3.209999999999999852637298278E-12,0.0,NFRI
B201221526,47,3.246000000000000103137016913E-12,0.0,NFRI
B201221526,5E+1,3.300000000000000074989811392E-12,0.0,NFRI
B201221526,52,3.3360000000000007293863135E-12,0.0,NFRI
B201221526,55,3.389999999999999893445541033E-12,0.0,NFRI
B201221526,57,3.426000000000000143945259668E-12,0.0,NFRI
B201221526,6E+1,3.480000000000000115798054147E-12,0.0,NFRI
B201221526,62,3.515999999999999962400989309E-12,0.0,NFRI
B201221526,65,3.569999999999999934253783789E-12,0.0,NFRI
B201221526,67,3.606000000000000184753502423E-12,0.0,NFRI
B201221526,7E+1,3.660000000000000156606296903E-12,0.0,NFRI
B201221526,72,3.696000000000000407106015538E-12,0.0,NFRI
B201221526,75,3.749999999999999975062026544E-12,0.0,NFRI
B201221526,77,3.786000000000000225561745179E-12,0.0,NFRI
B201221526,8E+1,3.839999999999999793517756185E-12,0.0,NFRI
B201221526,82,3.87600000000000004401747482E-12,0.0,NFRI
B201221526,85,3.930000000000000419767052772E-12,0.0,NFRI
B201221526,87,3.966000000000001478060338354E-12,0.0,NFRI
B201221526,9E+1,4.019999999999999430429215467E-12,0.0,NFRI
B201221526,92,4.055999999999999680928934102E-12,0.0,NFRI
B201221526,95,4.110000000000000056678512054E-12,0.0,NFRI
B201221526,97,4.146000000000000307178230689E-12,0.0,NFRI
B201221526,1E+2,4.199999999999999875134241696E-12,0.0,NFRI
B201840632,3E+2,1.000000000000000062281591458E-9,0,NFRI
B201208821,295,7.759999999999999052282689996E-10,.000000000013,NFRI
B201216736,298,4.199999999999999774160045827E-13,0.0,NFRI
B201218784,5,3.40999999999999959819862205E-10,0.0,NFRI
B201218784,1E+1,3.420000000000000080654144777E-10,0.0,NFRI
B201218784,2E+1,3.230000000000000219781104191E-10,0.0,NFRI
B201218784,3E+1,3.13999999999999949659657957E-10,0.0,NFRI
B201218784,4E+1,3.110000000000000117181542773E-10,0.0,NFRI
B201218784,5E+1,3.110000000000000117181542773E-10,0.0,NFRI
B201218784,6E+1,3.120000000000000082649182654E-10,0.0,NFRI
B201218784,7E+1,3.130000000000000048116822535E-10,0.0,NFRI
B201218784,8E+1,3.13999999999999949659657957E-10,0.0,NFRI
B201218784,9E+1,3.13999999999999949659657957E-10,0.0,NFRI
B201218784,1E+2,3.149999999999999979052102297E-10,0.0,NFRI
B201839733,3E+2,2.39999999999999991118215803,0,NFRI
B201868554,3E+2,4.29999999999999962674586854E-10,0,NFRI
B201869315,3E+2,3.20000000000000017763568394,0,NFRI
B201221289,298,2.500000000000000091080493289E-11,0.0,NFRI
B201839915,3E+2,3.5,0,NFRI
B201216729,298,2.700000000000000107252661988E-13,0.0,NFRI
B201869231,1E+1,0.0001000000000000000047921736024,0,NFRI
B201869231,6E+1,0.006799999999999999621136392847,0,NFRI
B201869231,1E+2,0.01619999999999999912292381055,0,NFRI
B201218727,5,7.100000000000000038948750731E-11,0.0,NFRI
B201218727,1E+1,7.199999999999999693625149541E-11,0.0,NFRI
B201218727,2E+1,6.999999999999999091802644806E-11,0.0,NFRI
B201218727,4E+1,6.799999999999999782449847184E-11,0.0,NFRI
B201218727,6E+1,6.600000000000000473097049563E-11,0.0,NFRI
B201218727,8E+1,6.600000000000000473097049563E-11,0.0,NFRI
B201218727,1E+2,6.600000000000000473097049563E-11,0.0,NFRI
B201218727,2E+2,6.700000000000000127773448374E-11,0.0,NFRI
B201218727,3E+2,6.999999999999999091802644806E-11,0.0,NFRI
B201218727,5E+2,7.700000000000000551946557823E-11,0.0,NFRI
B201218792,5,3.919999999999999775752816656E-11,0.0,NFRI
B201218792,1E+1,3.479999999999999873459984064E-11,0.0,NFRI
B201218792,2E+1,2.830000000000000179358831123E-11,0.0,NFRI
B201218792,3E+1,2.489999999999999931742397341E-11,0.0,NFRI
B201218792,4E+1,2.299999999999999812375415332E-11,0.0,NFRI
B201218792,5E+1,2.180000000000000162140251403E-11,0.0,NFRI
B201218792,6E+1,2.099999999999999856787764153E-11,0.0,NFRI
B201218792,7E+1,2.0399999999999998701114688E-11,0.0,NFRI
B201218792,8E+1,2.000000000000000202111365342E-11,0.0,NFRI
B201218792,9E+1,1.970000000000000047214504276E-11,0.0,NFRI
B201218792,1E+2,1.93999999999999989231764321E-11,0.0,NFRI
B201221429,1E+1,6.34051526999999968031190341E-14,0.0,NFRI
B201221429,12,5.81192144999999956290846124E-14,0.0,NFRI
B201221429,15,5.242384869999999714988126717E-14,0.0,NFRI
B201221429,17,4.962207459999999969472443113E-14,0.0,NFRI
B201221429,2E+1,4.64412624000000019545580251E-14,0.0,NFRI
B201221429,22,4.483690829999999941129553819E-14,0.0,NFRI
B201221429,25,4.302041879999999650151112782E-14,0.0,NFRI
B201221429,27,4.212969139999999822233129243E-14,0.0,NFRI
B201221429,3E+1,4.118454040000000393924887936E-14,0.0,NFRI
B201221429,32,4.077674900000000235139612487E-14,0.0,NFRI
B201221429,35,4.044869660000000172260421425E-14,0.0,NFRI
B201221429,37,4.039659459999999794260109832E-14,0.0,NFRI
B201221429,4E+1,4.053780269999999806870091901E-14,0.0,NFRI
B201221429,42,4.076386279999999999247606232E-14,0.0,NFRI
B201221429,45,4.128075120000001172270157462E-14,0.0,NFRI
B201221429,47,4.17341804000000007773061112E-14,0.0,NFRI
B201221429,5E+1,4.256363410000000257470972823E-14,0.0,NFRI
B201221429,52,4.320925490000000442949698338E-14,0.0,NFRI
B201221429,55,4.430655330000000146567139188E-14,0.0,NFRI
B201221429,57,4.511890980000001437317369613E-14,0.0,NFRI
B201221429,6E+1,4.645108929999999660016023858E-14,0.0,NFRI
B201221429,62,4.741109339999999568415279851E-14,0.0,NFRI
B201221429,65,4.895305780000000703417209748E-14,0.0,NFRI
B201221429,67,5.004596889999999563809647463E-14,0.0,NFRI
B201221429,7E+1,5.177808919999999817871035468E-14,0.0,NFRI
B201221429,72,5.299223940000000387943490465E-14,0.0,NFRI
B201221429,75,5.489880910000001392830582281E-14,0.0,NFRI
B201221429,77,5.622476579999999948895515288E-14,0.0,NFRI
B201221429,8E+1,5.829296939999999880280289073E-14,0.0,NFRI
B201221429,82,5.972296850000000208546309301E-14,0.0,NFRI
B201221429,85,6.194217150000000258048144558E-14,0.0,NFRI
B201221429,87,6.34697205999999997272900165E-14,0.0,NFRI
B201221429,9E+1,6.583096769999999498432785878E-14,0.0,NFRI
B201221429,92,6.745056269999999561737528275E-14,0.0,NFRI
B201221429,95,6.994621490000000413080166965E-14,0.0,NFRI
B201221429,97,7.165313300000000026824925267E-14,0.0,NFRI
B201221429,1E+2,7.427659930000000331049467021E-14,0.0,NFRI
B201869336,3E+2,2.70000000000000017763568394,0,NFRI
B201869217,1E+1,0.7662999999999999811706175024,0,NFRI
B201869217,6E+1,1.084100000000000063593574851,0,NFRI
B201869217,1E+2,1.380700000000000038369307731,0,NFRI
B201221494,1E+1,3.642442340000000035305902799E-13,0.0,NFRI
B201221494,12,4.00467182999999992509638922E-13,0.0,NFRI
B201221494,15,4.497385750000001468841412608E-13,0.0,NFRI
B201221494,17,4.799832970000000216126396784E-13,0.0,NFRI
B201221494,2E+1,5.223099300000000230980958383E-13,0.0,NFRI
B201221494,22,5.488484970000002682263747077E-13,0.0,NFRI
B201221494,25,5.865722179999999856042873994E-13,0.0,NFRI
B201221494,27,6.105227370000001902214701899E-13,0.0,NFRI
B201221494,3E+1,6.44904989999999981154162384E-13,0.0,NFRI
B201221494,32,6.66915289000000008474361269E-13,0.0,NFRI
B201221494,35,6.987278730000000408126226134E-13,0.0,NFRI
B201221494,37,7.19213087999999971109676651E-13,0.0,NFRI
B201221494,4E+1,7.489690659999997399340758862E-13,0.0,NFRI
B201221494,42,7.682141740000001347742790897E-13,0.0,NFRI
B201221494,45,7.962752050000000146224719532E-13,0.0,NFRI
B201221494,47,8.144859019999999890025197339E-13,0.0,NFRI
B201221494,5E+1,8.411183110000000373072454818E-13,0.0,NFRI
B201221494,52,8.584488509999999530791351053E-13,0.0,NFRI
B201221494,55,8.838555300000000168647011971E-13,0.0,NFRI
B201221494,57,9.004251359999999985154682316E-13,0.0,NFRI
B201221494,6E+1,9.247648950000001494804549324E-13,0.0,NFRI
B201221494,62,9.406679859999999657225033601E-13,0.0,NFRI
B201221494,65,9.640679179999999842801220309E-13,0.0,NFRI
B201221494,67,9.79380792999999889382960457E-13,0.0,NFRI
B201221494,7E+1,1.001944500000000042939344994E-12,0.0,NFRI
B201221494,72,1.016729869999999935539082425E-12,0.0,NFRI
B201221494,75,1.038543139999999849114017055E-12,0.0,NFRI
B201221494,77,1.052853300000000392440291514E-12,0.0,NFRI
B201221494,8E+1,1.073988120000000036412107981E-12,0.0,NFRI
B201221494,82,1.087867209999999972984520866E-12,0.0,NFRI
B201221494,85,1.108384710000000142790610456E-12,0.0,NFRI
B201221494,87,1.121870419999999944374692016E-12,0.0,NFRI
B201221494,9E+1,1.141823010000000077160485565E-12,0.0,NFRI
B201221494,92,1.154947800000000185260880154E-12,0.0,NFRI
B201221494,95,1.174380849999999975920265744E-12,0.0,NFRI
B201221494,97,1.187172929999999994251580421E-12,0.0,NFRI
B201221494,1E+2,1.206126020000000117008424319E-12,0.0,NFRI
B201218720,5,2.099999999999999856787764153E-11,0.0,NFRI
B201218720,1E+1,2.299999999999999812375415332E-11,0.0,NFRI
B201218720,2E+1,2.299999999999999812375415332E-11,0.0,NFRI
B201218720,4E+1,2.299999999999999812375415332E-11,0.0,NFRI
B201218720,6E+1,2.299999999999999812375415332E-11,0.0,NFRI
B201218720,8E+1,2.399999999999999790169240921E-11,0.0,NFRI
B201218720,1E+2,2.500000000000000091080493289E-11,0.0,NFRI
B201218720,2E+2,3.099999999999999634726020046E-11,0.0,NFRI
B201218720,3E+2,3.599999999999999846812574771E-11,0.0,NFRI
B201218720,5E+2,4.499999999999999970074431853E-11,0.0,NFRI
B201208893,1E+1,1.530000000000000144921671684E-11,0,NFRI
B201208893,4E+1,1.860000000000000233200009517E-11,0,NFRI
B201839814,3E+2,3.5,0,NFRI
B201216755,298,1.000000000000000030373745563E-13,0.0,NFRI
B201218744,5,6.400000000000000194391971606E-12,0.0,NFRI
B201218744,1E+1,6.300000000000000216598146016E-12,0.0,NFRI
B201218744,2E+1,6.79999999999999848998014007E-12,0.0,NFRI
B201218744,4E+1,8.59999999999999970585613457E-12,0.0,NFRI
B201218744,6E+1,1.000000000000000101055682671E-11,0.0,NFRI
B201218744,8E+1,1.19999999999999989508462046E-11,0.0,NFRI
B201218744,1E+2,1.29999999999999987287844605E-11,0.0,NFRI
B201218744,2E+2,1.699999999999999945612461796E-11,0.0,NFRI
B201218744,3E+2,1.899999999999999901200112975E-11,0.0,NFRI
B201218744,5E+2,2.200000000000000157699016521E-11,0.0,NFRI
B201218686,5,1.199999999999999935474298808E-13,0.0,NFRI
B201218686,1E+1,1.400000000000000093010341723E-13,0.0,NFRI
B201218686,2E+1,1.800000000000000155646937882E-13,0.0,NFRI
B201218686,4E+1,2.800000000000000186020683446E-13,0.0,NFRI
B201218686,6E+1,4.300000000000000357799046626E-13,0.0,NFRI
B201218686,8E+1,6.100000000000000261010494838E-13,0.0,NFRI
B201218686,1E+2,8.100000000000000826628965306E-13,0.0,NFRI
B201218686,2E+2,1.699999999999999622495035018E-12,0.0,NFRI
B201218686,3E+2,2.199999999999999915360946437E-12,0.0,NFRI
B201218686,5E+2,2.799999999999999782123899973E-12,0.0,NFRI
B201216726,298,2.000000000000000060747491127E-13,0.0,NFRI
B201869399,3E+2,0.2999999999999999888977697537,0,NFRI
B201868851,3E+2,4.799999999999999968079393976E-10,0,NFRI
B201218737,5,6.700000000000000127773448374E-12,0.0,NFRI
B201218737,1E+1,7.399999999999999972330227498E-12,0.0,NFRI
B201218737,2E+1,8.099999999999999816887006623E-12,0.0,NFRI
B201218737,4E+1,8.699999999999999683649960159E-12,0.0,NFRI
B201218737,6E+1,8.999999999999999617031436927E-12,0.0,NFRI
B201218737,8E+1,9.300000000000001166000047587E-12,0.0,NFRI
B201218737,1E+2,9.599999999999999483794390462E-12,0.0,NFRI
B201218737,2E+2,1.10000000000000007884950826E-11,0.0,NFRI
B201218737,3E+2,1.19999999999999989508462046E-11,0.0,NFRI
B201218737,5E+2,1.29999999999999987287844605E-11,0.0,NFRI
B201218758,5,1.400000000000000012230985028E-11,0.0,NFRI
B201218758,1E+1,1.599999999999999967818636207E-11,0.0,NFRI
B201218758,2E+1,1.699999999999999945612461796E-11,0.0,NFRI
B201218758,4E+1,1.799999999999999923406287385E-11,0.0,NFRI
B201218758,6E+1,1.799999999999999923406287385E-11,0.0,NFRI
B201218758,8E+1,1.899999999999999901200112975E-11,0.0,NFRI
B201218758,1E+2,2.099999999999999856787764153E-11,0.0,NFRI
B201218758,2E+2,2.599999999999999745756892099E-11,0.0,NFRI
B201218758,3E+2,3.099999999999999634726020046E-11,0.0,NFRI
B201218758,5E+2,3.799999999999999802400225949E-11,0.0,NFRI
B201868661,3E+2,1.199999999999999992019848494E-9,0,NFRI
B201869228,1E+1,0.6562999999999999944932937979,0,NFRI
B201869228,6E+1,0.9215999999999999747757328805,0,NFRI
B201869228,1E+2,1.172199999999999908695258455,0,NFRI
B201840185,15,1.099999999999999923753143407E-9,0,NFRI
B201221564,298,8.97E+12,4.5999999999999994E11,NFRI
B201221564,1462,5.11E+12,4.5E11,NFRI
B201221564,1901,5.13E+12,3.7E11,NFRI
B201221564,2283,5.31E+12,3.2E11,NFRI
B201839826,3E+2,3.29999999999999982236431606,0,NFRI
B201218719,5,6.499999999999999525950943638E-11,0.0,NFRI
B201218719,1E+1,6.700000000000000127773448374E-11,0.0,NFRI
B201218719,2E+1,6.600000000000000473097049563E-11,0.0,NFRI
B201218719,4E+1,6.399999999999999871274544827E-11,0.0,NFRI
B201218719,6E+1,6.300000000000000216598146016E-11,0.0,NFRI
B201218719,8E+1,6.300000000000000216598146016E-11,0.0,NFRI
B201218719,1E+2,6.300000000000000216598146016E-11,0.0,NFRI
B201218719,2E+2,6.499999999999999525950943638E-11,0.0,NFRI
B201218719,3E+2,6.799999999999999782449847184E-11,0.0,NFRI
B201218719,5E+2,7.599999999999999604800451898E-11,0.0,NFRI
B201868540,3E+2,6.900000000000000988089894532E-10,0,NFRI
B201221517,1E+1,6.938110899999999922514332573E-12,0.0,NFRI
B201221517,12,7.143486639999999886051491377E-12,0.0,NFRI
B201221517,15,7.40313788999999900143441262E-12,0.0,NFRI
B201221517,17,7.552888349999999189294019962E-12,0.0,NFRI
B201221517,2E+1,7.751862070000000598965444465E-12,0.0,NFRI
B201221517,22,7.870981040000000571173871821E-12,0.0,NFRI
B201221517,25,8.033626540000000314698521292E-12,0.0,NFRI
B201221517,27,8.133162309999999849890147912E-12,0.0,NFRI
B201221517,3E+1,8.271430749999999651643815072E-12,0.0,NFRI
B201221517,32,8.357285410000000486520946724E-12,0.0,NFRI
B201221517,35,8.477974860000001344059714518E-12,0.0,NFRI
B201221517,37,8.553690130000000395252321479E-12,0.0,NFRI
B201221517,4E+1,8.661055789999999763908717505E-12,0.0,NFRI
B201221517,42,8.728932270000000306324661561E-12,0.0,NFRI
B201221517,45,8.825823530000000310836897456E-12,0.0,NFRI
B201221517,47,8.887444360000000521343932957E-12,0.0,NFRI
B201221517,5E+1,8.975867599999998414183175201E-12,0.0,NFRI
B201221517,52,9.032371099999998830711618398E-12,0.0,NFRI
B201221517,55,9.113795249999999883823668338E-12,0.0,NFRI
B201221517,57,9.166028729999999782945326945E-12,0.0,NFRI
B201221517,6E+1,9.24156318999999979509522324E-12,0.0,NFRI
B201221517,62,9.290175269999999755712202519E-12,0.0,NFRI
B201221517,65,9.360679469999999506929924654E-12,0.0,NFRI
B201221517,67,9.406178279999999464193296592E-12,0.0,NFRI
B201221517,7E+1,9.472332270000000551603093E-12,0.0,NFRI
B201221517,72,9.515123660000000528466660922E-12,0.0,NFRI
B201221517,75,9.577475279999999637909791651E-12,0.0,NFRI
B201221517,77,9.61788883999999957905197145E-12,0.0,NFRI
B201221517,8E+1,9.676886229999998850925808439E-12,0.0,NFRI
B201221517,82,9.715193470000000070143319284E-12,0.0,NFRI
B201221517,85,9.771208159999999748939887287E-12,0.0,NFRI
B201221517,87,9.807635520000000807140857501E-12,0.0,NFRI
B201221517,9E+1,9.860979109999999822942699667E-12,0.0,NFRI
B201221517,92,9.895717520000000108097578184E-12,0.0,NFRI
B201221517,95,9.946654070000000320836950574E-12,0.0,NFRI
B201221517,97,9.979866109999999011318630409E-12,0.0,NFRI
B201221517,1E+2,1.002862140000000053961317896E-11,0.0,NFRI
B201868490,3E+2,2.800000000000000024461970057E-11,0,NFRI
B201218639,5E+2,3.699999999999999971965617455E-16,0.0,NFRI
B201218639,6E+2,9.000000000000000304918146279E-16,0.0,NFRI
B201218639,7E+2,1.900000000000000108197214505E-15,0.0,NFRI
B201218639,8E+2,3.600000000000000121967258512E-15,0.0,NFRI
B201218639,9E+2,6.399999999999999866225835034E-15,0.0,NFRI
B201218639,1E+3,9.999999999999999988193093546E-15,0.0,NFRI
B201218639,1.1E+3,1.599999999999999808784277714E-14,0.0,NFRI
B201218639,1.3E+3,3.300000000000000453643045898E-14,0.0,NFRI
B201218639,1.5E+3,5.700000000000000955680367691E-14,0.0,NFRI
B201218639,2E+3,1.49999999999999991934287351E-13,0.0,NFRI
B201218639,2.5E+3,2.499999999999999949716619073E-13,0.0,NFRI
B201218639,3E+3,3.499999999999999727654874966E-13,0.0,NFRI
B201218639,3.5E+3,4.399999999999999931696088742E-13,0.0,NFRI
B201218639,4E+3,5.200000000000000056969281061E-13,0.0,NFRI
B201218639,4.5E+3,5.799999999999999519835451124E-13,0.0,NFRI
B201218639,5E+3,6.399999999999999992443579869E-13,0.0,NFRI
B201216753,298,2.499999999999999949716619073E-13,0.0,NFRI
B201208788,295,1.199999999999999992019848494E-10,0,NFRI
B201218818,1E+2,1.390000000000000104066201302E-15,0.0,NFRI
B201218818,2E+2,3.870000000000000170557848161E-14,0.0,NFRI
B201218818,3E+2,2.330000000000000169220668134E-13,0.0,NFRI
B201218818,5E+2,1.389999999999999933672245775E-12,0.0,NFRI
B201218818,7E+2,3.470000000000000764253525146E-12,0.0,NFRI
B201218818,1E+3,7.550000000000000746814532829E-12,0.0,NFRI
B201218818,1.5E+3,1.510000000000000149362906566E-11,0.0,NFRI
B201218818,2E+3,2.200000000000000157699016521E-11,0.0,NFRI
B201218818,2.5E+3,2.760000000000001002696720156E-11,0.0,NFRI
B201218818,3E+3,3.169999999999999780740411348E-11,0.0,NFRI
B201221581,1E+1,6.951203309999999675680978496E-12,0.0,NFRI
B201221581,12,7.262121159999999698699827895E-12,0.0,NFRI
B201221581,15,7.661642679999999826972829013E-12,0.0,NFRI
B201221581,17,7.895283560000000781330785952E-12,0.0,NFRI
B201221581,2E+1,8.209320100000000059071596131E-12,0.0,NFRI
B201221581,22,8.399267919999999783542831779E-12,0.0,NFRI
B201221581,25,8.660951240000000803141394272E-12,0.0,NFRI
B201221581,27,8.822411179999999880590737649E-12,0.0,NFRI
B201221581,3E+1,9.048343779999999793755616026E-12,0.0,NFRI
B201221581,32,9.18958684000000034039728285E-12,0.0,NFRI
B201221581,35,9.389367160000000467510842474E-12,0.0,NFRI
B201221581,37,9.515429699999999803246293507E-12,0.0,NFRI
B201221581,4E+1,9.695146800000000921715591424E-12,0.0,NFRI
B201221581,42,9.809340750000000315189594187E-12,0.0,NFRI
B201221581,45,9.973118850000001172096641442E-12,0.0,NFRI
B201221581,47,1.007774759999999936955590366E-11,0.0,NFRI
B201221581,5E+1,1.022851990000000006391815021E-11,0.0,NFRI
B201221581,52,1.032525519999999921855697274E-11,0.0,NFRI
B201221581,55,1.046518809999999987329835166E-11,0.0,NFRI
B201221581,57,1.055528480000000058333798862E-11,0.0,NFRI
B201221581,6E+1,1.068602760000000008557148809E-11,0.0,NFRI
B201221581,62,1.07704536999999989194191583E-11,0.0,NFRI
B201221581,65,1.089329330000000021284489034E-11,0.0,NFRI
B201221581,67,1.097281209999999997292725374E-11,0.0,NFRI
B201221581,7E+1,1.10887736999999987181930235E-11,0.0,NFRI
B201221581,72,1.11639989999999999163177984E-11,0.0,NFRI
B201221581,75,1.127391340000000072274831686E-11,0.0,NFRI
B201221581,77,1.134534650000000032069742518E-11,0.0,NFRI
B201221581,8E+1,1.14498971999999986990462691E-11,0.0,NFRI
B201221581,82,1.151795340000000055934267857E-11,0.0,NFRI
B201221581,85,1.161771009999999902900278379E-11,0.0,NFRI
B201221581,87,1.168273730000000041823653106E-11,0.0,NFRI
B201221581,9E+1,1.177818019999999991656508502E-11,0.0,NFRI
B201221581,92,1.184047349999999993346544022E-11,0.0,NFRI
B201221581,95,1.193201130000000051303498008E-11,0.0,NFRI
B201221581,97,1.199182290000000095663469099E-11,0.0,NFRI
B201221581,1E+2,1.207980690000000023114985647E-11,0.0,NFRI
B201839907,3E+2,3.10000000000000008881784197,0,NFRI
B201218795,5,8.349999999999999599812857207E-11,0.0,NFRI
B201218795,1E+1,7.960000000000000171093077577E-11,0.0,NFRI
B201218795,2E+1,6.879999999999999764684907656E-11,0.0,NFRI
